created_at,model,author,downloads,likes,tags
2026-09-24T21:20:54Z,DrDrakath/kokoro-82m-senate-onnx,DrDrakath,0,0,transformers.js; onnx; kokoro; text-to-speech; base_model:onnx-community/Kokoro-82M-v1.0-ONNX; base_model:quantized:onnx-community/Kokoro-82M-v1.0-ONNX; license:apache-2.0; region:us
2026-09-24T21:22:27Z,Sahmeee/olmo2-7b-instruct-inv-mse-ref-final,Sahmeee,0,0,safetensors; olmo2; tokenization; robustness; safety; adversarial-tokenization; arxiv:2503.02174; base_model:allenai/OLMo-2-1124-7B-Instruct; base_model:finetune:allenai/OLMo-2-1124-7B-Instruct; lice…
2026-09-24T21:23:06Z,seomh/opd-klear8b-qwen3moe30b-ot3math-step80,seomh,0,0,safetensors; qwen3; region:us
2026-09-24T21:23:15Z,psudini/Llama-3.2-1B-SudokuJev,psudini,0,0,peft; safetensors; sudoku; lora; classification-head; decision-model; onnx; directml; text-classification; en; base_model:meta-llama/Llama-3.2-1B; base_model:adapter:meta-llama/Llama-3.2-1B; license:…
2026-09-24T21:23:16Z,abidlabs/mnist-cnn-scratch-1min,abidlabs,0,0,pytorch; region:us
2026-09-24T21:23:16Z,aiMy144/vietnamese-fact-checking-verifier-xlm-roberta-base-v3-1,aiMy144,0,0,safetensors; xlm-roberta; fact-checking; natural-language-inference; text-classification; vi; base_model:FacebookAI/xlm-roberta-base; base_model:finetune:FacebookAI/xlm-roberta-base; license:mit; reg…
2026-09-24T21:23:46Z,TB22427/MyAwesomeModel-TestRepo,TB22427,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-24T21:23:55Z,jinofy-corp/joradi_500M_GSPMD,jinofy-corp,0,0,safetensors; region:us
2026-09-24T21:24:24Z,nikhilsingh254/live-confusion-early-warning,nikhilsingh254,0,0,scikit-learn; education; learning-analytics; early-warning; classroom; real-time; logistic-regression; tabular-classification; edge; en; dataset:nikhilsingh254/live-confusion-tracker; license:mit; mo…
2026-09-24T21:24:58Z,GFIO/human_masked_ery,GFIO,0,0,safetensors; model_hub_mixin; pytorch_model_hub_mixin; region:us
2026-09-24T21:26:04Z,SecondLookResearch/Qwen2.5-32B-graft0-a1-sonnet5sp-da-e10,SecondLookResearch,0,0,peft; safetensors; base_model:Qwen/Qwen2.5-32B; base_model:adapter:Qwen/Qwen2.5-32B; region:us
2026-09-24T21:26:42Z,jjjlimaus/r12a-2022-dense-cpt,jjjlimaus,0,0,region:us
2026-09-24T21:27:13Z,asd12sadad2/MyAwesomeModel-TestRepo,asd12sadad2,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-24T21:27:20Z,guilhermemfbastos/NEX-1_1-5B,guilhermemfbastos,0,0,gguf; endpoints_compatible; region:us; conversational
2026-09-24T21:28:17Z,ASCXZ1312/MyAwesomeModel-TestRepo,ASCXZ1312,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-24T21:29:00Z,Sakura-shem/asr-artifacts-v4,Sakura-shem,0,0,region:us
2026-09-24T21:29:04Z,bigxho15/Qwen3-4B,bigxho15,0,0,transformers; safetensors; qwen3; text-generation; conversational; arxiv:2309.00071; arxiv:2505.09388; base_model:Qwen/Qwen3-4B-Base; base_model:finetune:Qwen/Qwen3-4B-Base; license:apache-2.0; text-…
2026-09-24T21:29:21Z,bigxho15/Qwen3-8B,bigxho15,0,0,transformers; safetensors; qwen3; text-generation; conversational; arxiv:2309.00071; arxiv:2505.09388; base_model:Qwen/Qwen3-8B-Base; base_model:finetune:Qwen/Qwen3-8B-Base; license:apache-2.0; text-…
2026-09-24T21:29:24Z,asfasdaa/MyAwesomeModel-TestRepo,asfasdaa,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-24T21:29:34Z,AlphaNodus/alpha1,AlphaNodus,0,0,image-to-text; license:mit; region:us
2026-09-24T21:29:47Z,Intel/qwen3.8-27B-int4-ov,Intel,0,0,openvino; qwen3.8-27B-int4-ov; openvino-genai; intel; vlm; qwen3; vision-language-model; image-text-to-text; image-description; video-description; edge-ai; metro; dlstreamer; en; license:mit; region:…
2026-09-24T21:30:00Z,numexai/numex-sdk,numexai,0,0,region:us
2026-09-24T21:30:01Z,GusSampaio/brazilian-semantic-xlm-roberta-large,GusSampaio,0,0,safetensors; xlm-roberta; region:us
2026-09-24T21:30:16Z,afdasfaa/MyAwesomeModel-TestRepo,afdasfaa,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-24T21:30:31Z,alxxtexxr/XLM-R-Base-wikipedia-el-4K-s42-LoRA-v260924212711,alxxtexxr,0,0,tensorboard; safetensors; region:us
2026-09-24T21:32:21Z,numexai/numex,numexai,0,0,region:us
2026-09-24T21:33:08Z,ASDCX1DXSXA/MyAwesomeModel-TestRepo,ASDCX1DXSXA,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-24T21:34:11Z,nerualdreming/MOSS-Music-8B-Instruct-GGUF,nerualdreming,0,0,gguf; music; audio-captioning; moss; base_model:OpenMOSS-Team/MOSS-Music-8B-Instruct; base_model:quantized:OpenMOSS-Team/MOSS-Music-8B-Instruct; license:apache-2.0; endpoints_compatible; region:us
2026-09-24T21:34:16Z,pablofg2026/zorro,pablofg2026,0,1,region:us
2026-09-24T21:35:31Z,peluz/tongue-tied-baker-qwen3.5-0.8b,peluz,0,0,transformers; safetensors; arxiv:1910.09700; endpoints_compatible; region:us
2026-09-24T21:35:56Z,obuladinnesai/claim-photo-integrity-detector,obuladinnesai,0,1,license:apache-2.0; region:us
2026-09-24T21:36:03Z,highlands/ipo01,highlands,0,0,region:us
