created_at,model,author,downloads,likes,tags
2026-09-26T14:19:30Z,ASD12ED31231/MyAwesomeModel-TestRepo,ASD12ED31231,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:19:43Z,mojen/ZR31,mojen,0,0,region:us
2026-09-26T14:19:48Z,tashobi02/taxi-v3-q-learning-agent,tashobi02,0,0,Taxi-v3; q-learning; reinforcement-learning; custom-implementation; model-index; region:us
2026-09-26T14:19:59Z,ASD12SDA2SAD12AZ/MyAwesomeModel-TestRepo,ASD12SDA2SAD12AZ,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:20:30Z,Ryanham1lton/PidgeyYU,Ryanham1lton,0,0,license:cc-by-4.0; region:us
2026-09-26T14:20:59Z,samarthshukla/desertnav,samarthshukla,0,0,license:apache-2.0; endpoints_compatible; region:us
2026-09-26T14:21:30Z,AkshayKarthick/pm25-next-day-india,AkshayKarthick,0,0,lightgbm; time-series-forecasting; air-quality; pm2.5; pollution; india; tabular-regression; dataset:AkshayKarthick/india-weather-air-quality; license:cc-by-4.0; model-index; region:us
2026-09-26T14:22:10Z,francesca9805/ita-latn-100mb-after-ppt-Dp-10mb-packed-ckpt500_seed3407,francesca9805,0,0,safetensors; region:us
2026-09-26T14:22:57Z,nemurubaka/anima-p3-mlx-bf16,nemurubaka,0,0,mlx; anima; safetensors; bf16; dequantized; apple-silicon; text-to-image; base_model:n-Arno/Anima-P3-Turbo-AIO-Q4_K; base_model:finetune:n-Arno/Anima-P3-Turbo-AIO-Q4_K; license:other; region:us
2026-09-26T14:23:17Z,Aftian2429/god-replica-z-qwen-asoup-s1,Aftian2429,0,0,region:us
2026-09-26T14:23:27Z,MahaLakshmi2026/doom-health-gathering-supreme,MahaLakshmi2026,0,0,sample-factory; tensorboard; deep-reinforcement-learning; reinforcement-learning; model-index; region:us
2026-09-26T14:24:30Z,sfafasgag5657/MyAwesomeModel-TestRepo,sfafasgag5657,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:24:45Z,fbbcool/krea2-re-75,fbbcool,0,0,krea2; text-to-image; comfyui; license:other; region:us
2026-09-26T14:25:00Z,anoneurx/Astra_A95,anoneurx,0,0,region:us
2026-09-26T14:25:01Z,afdvcx/MyAwesomeModel-TestRepo,afdvcx,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:25:05Z,liuff1568/MyAwesomeModel-TestRepo,liuff1568,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:25:56Z,makkarsid/AlphaEdit_qwen-3-8B,makkarsid,0,0,region:us
2026-09-26T14:25:59Z,DSAD123GFTQ/MyAwesomeModel-TestRepo,DSAD123GFTQ,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:26:04Z,Devu758/novacart-qwen-sft,Devu758,0,0,transformers; safetensors; unsloth; arxiv:1910.09700; endpoints_compatible; region:us
2026-09-26T14:26:07Z,RunningHubAI/rh-wan2-2-animate-14b-fp8-scaled-e5m2-kj-v2-long-unet,RunningHubAI,0,0,comfyui; unet; text-to-video; region:us
2026-09-26T14:26:34Z,1bit-MONSTER/Qwen1.5-MoE-A2.7B-Chat-GGUF,1bit-MONSTER,0,0,gguf; moe; base_model:Qwen/Qwen1.5-MoE-A2.7B-Chat; base_model:quantized:Qwen/Qwen1.5-MoE-A2.7B-Chat; license:other; endpoints_compatible; region:us; conversational
2026-09-26T14:26:55Z,hojreh/Quds-v4-xl-unified,hojreh,0,0,persian-asr; asr; stt; speech-recognition; speech-to-text; voice-to-text; timestamp; fastconformer; hybrid; rnnt; islamic-studies; Quran; tafsir; fiqh; jurisprudence; automatic-speech-recognition; fa…
2026-09-26T14:27:00Z,safafa34235/MyAwesomeModel-TestRepo,safafa34235,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:27:52Z,sads1xcz21esa/MyAwesomeModel-TestRepo,sads1xcz21esa,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:28:09Z,solintellegence/SolPix,solintellegence,0,0,pytorch; solpix; solintelligence; flow-matching; latent-image-generation; final-release; text-to-image; license:apache-2.0; region:us
2026-09-26T14:28:12Z,sa1zxc1q23sadae/MyAwesomeModel-TestRepo,sa1zxc1q23sadae,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:28:39Z,safafe2234/MyAwesomeModel-TestRepo,safafe2234,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:29:04Z,toolathlon3/MyAwesomeModel-TestRepo,toolathlon3,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:29:09Z,asxfafaf1/MyAwesomeModel-TestRepo,asxfafaf1,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T14:29:39Z,1bit-MONSTER/Llama-3.2-1B-Instruct-GGUF,1bit-MONSTER,0,0,gguf; base_model:meta-llama/Llama-3.2-1B-Instruct; base_model:quantized:meta-llama/Llama-3.2-1B-Instruct; license:llama3.2; endpoints_compatible; region:us; imatrix; conversational
2026-09-26T14:29:40Z,rookierufus/pi05-so101-camera-unboxing,rookierufus,0,0,safetensors; region:us
2026-09-26T14:30:01Z,RunningHubAI/rh-krea-2-arknights-endfield-lora,RunningHubAI,0,0,comfyui; lora; image-text-to-image; region:us
2026-09-26T14:30:45Z,Arko007/zenyx-speech-tokenizer,Arko007,0,0,region:us
2026-09-26T14:31:17Z,1bit-MONSTER/Llama-3.2-3B-Instruct-GGUF,1bit-MONSTER,0,0,gguf; base_model:meta-llama/Llama-3.2-3B-Instruct; base_model:quantized:meta-llama/Llama-3.2-3B-Instruct; license:llama3.2; endpoints_compatible; region:us; imatrix; conversational
2026-09-26T14:31:41Z,nv5d4gds/cms,nv5d4gds,0,0,region:us
2026-09-26T14:31:49Z,RunningHubAI/rh-krea2-turbo-fp8-unet-2094747775522140162,RunningHubAI,0,0,comfyui; unet; image-text-to-image; region:us
2026-09-26T14:32:26Z,vixhal-baraiya/Gero-4B,vixhal-baraiya,0,0,transformers; safetensors; qwen3; text-classification; system-one; calibrated-decisions; reinforcement-learning; classification; en; base_model:Qwen/Qwen3-4B; base_model:finetune:Qwen/Qwen3-4B; licen…
2026-09-26T14:33:14Z,Dawgggggg/fina-30m-v0.1,Dawgggggg,0,0,safetensors; fina; indonesian; causal-lm; from-scratch; small-language-model; pytorch; text-generation; id; dataset:wikimedia/wikipedia; dataset:Lyon28/Corpus-Indonesia; dataset:iqballx/indonesian_ne…
2026-09-26T14:33:32Z,1bit-MONSTER/Llama-3.1-8B-Instruct-GGUF,1bit-MONSTER,0,0,gguf; base_model:meta-llama/Llama-3.1-8B-Instruct; base_model:quantized:meta-llama/Llama-3.1-8B-Instruct; license:llama3.1; endpoints_compatible; region:us; imatrix; conversational
2026-09-26T14:33:43Z,SpaceTimee/Suri-Qwen-3.8-27B-Uncensored-MLX,SpaceTimee,0,0,mlx; safetensors; qwen3_5; suri; qwen; 27B; uncensored; unaligned; text-generation-inference; qwen3.8; image-text-to-text; conversational; zh; en; base_model:SpaceTimee/Suri-Qwen-3.8-27B-Uncensored;…
2026-09-26T14:34:33Z,Packiyaraj/fieldy,Packiyaraj,0,0,region:us
2026-09-26T14:35:43Z,G7xHp2Qv/MOTIFPlusPlus,G7xHp2Qv,0,0,license:apache-2.0; region:us
