created_at,model,author,downloads,likes,tags
2026-09-26T04:20:43Z,f4l5is/mahfuj-1-Nano,f4l5is,0,0,license:apache-2.0; region:us
2026-09-26T04:20:46Z,Anandrade89/notes-cross-modal-fusion,Anandrade89,0,0,safetensors; transformer; research-notes; cross-modal-fusion; license:cc-by-4.0; region:us
2026-09-26T04:20:50Z,ClonedGizzards/Cydonia-24B-v4x-GGUF_clone,ClonedGizzards,0,0,gguf; endpoints_compatible; region:us; conversational
2026-09-26T04:22:36Z,joshycodes/qwen3.5-9b-fve-flourdiscern30m-s0,joshycodes,0,0,safetensors; qwen3_5_text; synthetic-document-finetuning; self-authored-character; model-welfare; research; not-for-deployment; base_model:Qwen/Qwen3.5-9B; base_model:finetune:Qwen/Qwen3.5-9B; licens…
2026-09-26T04:22:47Z,Sounness/smolvla_lekiwi_80ep_30000,Sounness,0,0,lerobot; safetensors; smolvla; robotics; dataset:Sounness/lekiwi_pick_and_place_v2_80ep; arxiv:2506.01844; base_model:lerobot/smolvla_base; base_model:finetune:lerobot/smolvla_base; license:apache-2.…
2026-09-26T04:23:35Z,zhiyuanhucs/Qwen3.5-9B-General-Game-reason0919,zhiyuanhucs,0,0,transformers; safetensors; qwen3_5; image-text-to-text; conversational; base_model:ltzheng/Qwen3.5-9B-General-Game; base_model:finetune:ltzheng/Qwen3.5-9B-General-Game; endpoints_compatible; region:us
2026-09-26T04:24:28Z,NORTHWEST-WOLF/Wan2.2-TI2V-5B-FP8,NORTHWEST-WOLF,0,0,transformers; diffusers; safetensors; ti2v; quantized; fp8; weight-only; endpoints_compatible; region:us
2026-09-26T04:24:32Z,Tg29/FurE,Tg29,0,0,region:us
2026-09-26T04:24:37Z,leonbauer/albef-baseline63,leonbauer,0,0,safetensors; albef; pytorch; classification; license:mit; region:us
2026-09-26T04:25:04Z,dsfds4566/MyAwesomeModel-TestRepo,dsfds4566,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T04:26:14Z,smcleish/0.6b-4b-cs4-mean-w1024-mlp-ov0-causal-sft-20260910-16k-lr3e-5,smcleish,0,0,region:us
2026-09-26T04:26:32Z,asfdsaassad/MyAwesomeModel-TestRepo,asfdsaassad,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T04:27:30Z,DAS21321DSA/MyAwesomeModel-TestRepo,DAS21321DSA,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T04:28:35Z,fingerthief/lancet-nano,fingerthief,0,1,onnx; bash; shell; command-risk; security; agent-safety; cpu; int8; text-classification; en; base_model:Salesforce/codet5-small; base_model:quantized:Salesforce/codet5-small; license:apache-2.0; regi…
2026-09-26T04:28:53Z,RunningHubAI/rh-z-image-turbo-fp16-unet,RunningHubAI,0,0,comfyui; unet; text-to-image; region:us
2026-09-26T04:29:03Z,Chaotyang/course-classification,Chaotyang,0,0,safetensors; efficientformer; pytorch; classification; license:apache-2.0; region:us
2026-09-26T04:29:52Z,5yencat/GLM-5.3-Flash-CYBER-oQ4e-mtp,5yencat,0,1,region:us
2026-09-26T04:30:05Z,nikhilnavas/branchshine-cr,nikhilnavas,0,0,license:cc-by-nc-sa-4.0; region:us
2026-09-26T04:30:12Z,Zimo4165/SIGN-models,Zimo4165,0,0,gguf; stable-diffusion.cpp; snapdragon; hexagon; npu; flux2-klein; z-image-turbo; text-to-image; ja; en; base_model:Qwen/Qwen3-4B-Instruct-2507; base_model:quantized:Qwen/Qwen3-4B-Instruct-2507; lice…
2026-09-26T04:30:23Z,SamShumChun/push_act,SamShumChun,0,0,lerobot; safetensors; act; robotics; dataset:lerobot/pusht; arxiv:2304.13705; license:apache-2.0; region:us
2026-09-26T04:30:37Z,ASDASQE1E12/MyAwesomeModel-TestRepo,ASDASQE1E12,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T04:32:14Z,TagoreC/ppo-LunarLander-v2,TagoreC,0,1,stable-baselines3; LunarLander-v3; deep-reinforcement-learning; reinforcement-learning; model-index; region:us
2026-09-26T04:32:33Z,ArceusInception/ppstylex,ArceusInception,0,0,license:mit; region:us
2026-09-26T04:32:54Z,Savannahhraw/ENHANCERS,Savannahhraw,0,0,region:us
2026-09-26T04:32:54Z,ramanathanora/zero-shot-transfer,ramanathanora,0,0,safetensors; transformer; research-notes; zero-shot-transfer; license:mit; region:us
2026-09-26T04:33:26Z,phumane/KV-VAE-DeepSeek-R1-Distill-Qwen-1.5B,phumane,0,0,license:apache-2.0; region:us
2026-09-26T04:33:39Z,ASNJGGDFSA/MyAwesomeModel-TestRepo,ASNJGGDFSA,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T04:34:01Z,Cisco1963/llmplasticity-baseline-en_nl_instant_8-s43,Cisco1963,0,0,safetensors; gpt2; region:us
2026-09-26T04:34:12Z,maher1993/tsgf_full_model_v3,maher1993,0,0,region:us
2026-09-26T04:34:35Z,luchiahao/mobilevit-matching-mini,luchiahao,0,0,safetensors; mobilevit; pytorch; matching; license:bsd-3-clause; region:us
2026-09-26T04:34:40Z,aixk/BAAR4-IMG-300M56,aixk,0,0,region:us
2026-09-26T04:36:21Z,RLobot-jun/gr00t-n17-bigenlight-50per-15hz-joint-delta-bc10k-headonly-20260926,RLobot-jun,0,0,Gr00tN1d7; gr00t; robotics; behavior-cloning; 15hz; joint-delta; base_model:nvidia/GR00T-N1.7-3B; base_model:finetune:nvidia/GR00T-N1.7-3B; license:other; region:us
2026-09-26T04:36:28Z,Esjones2003k/study-grounded-language39-2024,Esjones2003k,0,0,safetensors; transformer; research-notes; grounded-language; license:mit; region:us
2026-09-26T04:36:44Z,Spico/tttest,Spico,0,0,transformers; safetensors; qwen3_5; image-text-to-text; decision-making; multimodal; structured-prediction; conversational; base_model:Qwen/Qwen3.5-4B; base_model:finetune:Qwen/Qwen3.5-4B; license:ap…
2026-09-26T04:36:44Z,RyanYr/asyncrl-math_klr_pi_s40_b0p005_adbeta_eta0p05_shuf-gs520,RyanYr,0,0,region:us
2026-09-26T04:37:29Z,dobrica-jankovic/pi05-openarm-50demo,dobrica-jankovic,0,0,lerobot; safetensors; robotics; pi05; dataset:LVelickovic/openarm_dataset_20260923_152843; base_model:lerobot/pi05_base; base_model:finetune:lerobot/pi05_base; license:apache-2.0; region:us
2026-09-26T04:37:41Z,fatdove/so101-cylinder-cube-bowl_GR00T17_20k,fatdove,0,0,lerobot; safetensors; groot; robotics; so101; base_model:nvidia/GR00T-N1.7-3B; base_model:finetune:nvidia/GR00T-N1.7-3B; region:us
2026-09-26T04:37:57Z,sutantodadang/kode-local-models,sutantodadang,0,0,onnx; kode; text-classification; text-ranking; base_model:Qwen/Qwen3-Reranker-0.6B; base_model:quantized:Qwen/Qwen3-Reranker-0.6B; license:apache-2.0; region:us
2026-09-26T04:39:20Z,arammoostafaye/bone-suppression-desktop,arammoostafaye,0,0,region:us
2026-09-26T04:39:21Z,dikshyant1234567890/ai,dikshyant1234567890,0,0,region:us
2026-09-26T04:40:11Z,RyanYr/asyncrl-async_s10_mb8_klold-gs280,RyanYr,0,0,region:us
2026-09-26T04:42:27Z,Falconsai/LightDec,Falconsai,0,0,transformers; safetensors; decision-model; system-one; falcondec; lightdec; calibrated-decisions; multiple-choice; intent-classification; customer-support; natural-language-inference; code; guardrail…
2026-09-26T04:42:43Z,sfaafaf45454/MyAwesomeModel-TestRepo,sfaafaf45454,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T04:44:59Z,devon7y/WikiQwen-Illustrator-9B,devon7y,0,0,diffusers; text-to-image; lora; flux2; flux2-klein; how-to; instructional; illustrated; illustration; style; en; base_model:black-forest-labs/FLUX.2-klein-base-9B; base_model:adapter:black-forest-lab…
2026-09-26T04:45:13Z,FinaPolat/Qwen3-8B-grounded_KGC-grpo-domains-warmstart_3,FinaPolat,0,0,transformers; safetensors; qwen3; text-generation; trl; grpo; conversational; arxiv:1910.09700; text-generation-inference; endpoints_compatible; region:us
2026-09-26T04:45:19Z,RunningHubAI/rh-bbww-fp8-unet,RunningHubAI,0,0,comfyui; unet; text-to-image; region:us
2026-09-26T04:45:20Z,devon7y/WikiQwen-9B-FP8,devon7y,0,0,transformers; safetensors; qwen3_5_text; text-generation; how-to; instructional; illustrated; step-by-step; chat; qwen3.5; lora; sft; conversational; en; base_model:devon7y/WikiQwen-9B; base_model:qu…
2026-09-26T04:45:34Z,fastyBOOM/ner_recipe_model_Andreev,fastyBOOM,0,0,safetensors; bert; region:us
2026-09-26T04:46:07Z,RunningHubAI/rh-krea2-turbo-distill-r256-lora,RunningHubAI,0,0,comfyui; lora; image-text-to-image; region:us
2026-09-26T04:46:42Z,SAD1CXZC12DXZ/MyAwesomeModel-TestRepo,SAD1CXZC12DXZ,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
2026-09-26T04:47:34Z,models4world/copper-ridge-58,models4world,0,0,safetensors; region:us
2026-09-26T04:47:41Z,mama-to/mot07,mama-to,0,0,region:us
2026-09-26T04:48:05Z,Sakura-shem/asr-artifacts-v21,Sakura-shem,0,0,region:us
2026-09-26T04:48:21Z,mama-chen/mum09,mama-chen,0,0,region:us
2026-09-26T04:49:07Z,VanDottie/MyAwesomeModel-TestRepo,VanDottie,0,0,transformers; pytorch; bert; feature-extraction; license:mit; endpoints_compatible; region:us
